"X","individual_id","sampling","FishID","marker","old_mark","dna","ID","capture_date","processing_date","location","tank","sex_stage","SL","TL","measured_by","picture_label","picture_type","weight","Dead","comments","release_date","sampling_id","status","stream","sex","sampling.year","sampling.month","sampling.day","Habitat","upstream","downstream","distance","parasite","lead.sampling","lead.TL","lead.weight","lead.maturity","lead.capture.date","growth.TL","growth.mass","growth.days","months.until.recapture"
24229,11036,89,"TY-2R5R7R",NA,NA,0,30641,2015-07-10,NA,"C-P-169",NA,"F",NA,64,NA,NA,0,2.574,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24230,11037,86,"TY-2R6R7R",NA,NA,0,26682,2015-04-09,NA,"C-P-169",NA,"F",NA,36.5,NA,NA,0,0.433,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,36,0.441,"F","2015-05-17",-0.5,0.00800000000000001,38,1
24231,11037,87,"TY-2R6R7R",NA,NA,0,27957,2015-05-17,NA,"C-P-168.7",NA,"F",NA,36,NA,NA,0,0.441,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,37,0.433,"F","2015-06-09",1,-0.00800000000000001,23,1
24232,11037,88,"TY-2R6R7R",NA,NA,0,29292,2015-06-09,NA,"C-P-168",NA,"F",NA,37,NA,NA,0,0.433,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,36,0.434,"F","2015-07-10",-1,0.001,31,1
24233,11037,89,"TY-2R6R7R",NA,NA,0,30642,2015-07-10,NA,"C-P-167",NA,"F",NA,36,NA,NA,0,0.434,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24234,11038,86,"TY-3R4R7R",NA,NA,0,26683,2015-04-09,NA,"C-P-169",NA,"F",NA,38,NA,NA,0,0.506,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,38,0.516,"F","2015-06-09",0,0.01,61,2
24235,11038,88,"TY-3R4R7R",NA,NA,0,29293,2015-06-09,NA,"C-P-168.9",NA,"F",NA,38,NA,NA,0,0.516,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,38,0.502,"F","2015-07-10",0,-0.014,31,1
24236,11038,89,"TY-3R4R7R",NA,NA,0,30643,2015-07-10,NA,"C-P-169",NA,"F",NA,38,NA,NA,0,0.502,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24237,11039,86,"TY-3R5R7R",NA,NA,0,26684,2015-04-09,NA,"C-P-169",NA,"F",NA,45,NA,NA,0,0.823,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,46,0.813,"F","2015-06-09",1,-0.01,61,2
24238,11039,88,"TY-3R5R7R",NA,NA,0,29294,2015-06-09,NA,"C-P-169.7",NA,"F",NA,46,NA,NA,0,0.813,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24239,11040,86,"TY-3R6R7R",NA,NA,0,26685,2015-04-09,NA,"C-P-169",NA,"F",NA,46,NA,NA,0,0.858,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,46,0.842,"F","2015-06-09",0,-0.016,61,2
24240,11040,88,"TY-3R6R7R",NA,NA,0,29295,2015-06-09,NA,"C-P-168.9",NA,"F",NA,46,NA,NA,0,0.842,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,98,63,2.19,"F","2016-04-22",17,1.348,318,10
24241,11040,98,"TY-3R6R7R",NA,NA,0,32030,2016-04-22,NA,"C-P-163",NA,"F",NA,63,NA,NA,0,2.19,0,"#",NA,98,1,"TY","F",9,4,22,"C",NA,NA,NA,0,99,62.5,2.212,"F","2016-05-22",-0.5,0.0220000000000002,30,1
24242,11040,99,"TY-3R6R7R",NA,NA,0,34604,2016-05-22,NA,"C-P-173",NA,"F",NA,62.5,NA,NA,0,2.212,0,"#",NA,99,1,"TY","F",9,5,22,"C",NA,NA,NA,0,100,63,2.144,"F","2016-06-23",0.5,-0.0680000000000001,32,1
24243,11040,100,"TY-3R6R7R",NA,NA,0,37358,2016-06-23,NA,"C-P-173",NA,"F",NA,63,NA,NA,0,2.144,0,"#",NA,100,1,"TY","F",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24244,11041,86,"TY-4R5R7R",NA,NA,0,26686,2015-04-09,NA,"C-P-169",NA,"F",NA,48,NA,NA,0,0.91,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,49,0.909,"F","2015-06-09",1,-0.001,61,2
24245,11041,88,"TY-4R5R7R",NA,NA,0,29296,2015-06-09,NA,"C-P-169",NA,"F",NA,49,NA,NA,0,0.909,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,48,0.932,"F","2015-07-10",-1,0.023,31,1
24246,11041,89,"TY-4R5R7R",NA,NA,0,30644,2015-07-10,NA,"C-P-167.8",NA,"F",NA,48,NA,NA,0,0.932,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24247,11042,86,"TY-4R6R7R",NA,NA,0,26687,2015-04-09,NA,"C-P-169",NA,"F",NA,54,NA,NA,0,1.456,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,54,1.471,"F","2015-05-17",0,0.0150000000000001,38,1
24248,11042,87,"TY-4R6R7R",NA,NA,0,27958,2015-05-17,NA,"C-P-168.7",NA,"F",NA,54,NA,NA,0,1.471,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,54,1.39,"F","2015-06-09",0,-0.0810000000000002,23,1
24249,11042,88,"TY-4R6R7R",NA,NA,0,29297,2015-06-09,NA,"C-P-168.9",NA,"F",NA,54,NA,NA,0,1.39,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,54,1.476,"F","2015-07-10",0,0.0860000000000001,31,1
24250,11042,89,"TY-4R6R7R",NA,NA,0,30645,2015-07-10,NA,"C-P-167.5",NA,"F",NA,54,NA,NA,0,1.476,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24251,11043,86,"TY-5R6R7R",NA,NA,0,26688,2015-04-09,NA,"C-P-169",NA,"F",NA,56.5,NA,NA,0,1.702,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,56.5,1.712,"F","2015-05-17",0,0.01,38,1
24252,11043,87,"TY-5R6R7R",NA,NA,0,27959,2015-05-17,NA,"C-P-167.3",NA,"F",NA,56.5,NA,NA,0,1.712,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,56,1.671,"F","2015-06-09",-0.5,-0.0409999999999999,23,1
24253,11043,88,"TY-5R6R7R",NA,NA,0,29298,2015-06-09,NA,"C-P-168.9",NA,"F",NA,56,NA,NA,0,1.671,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24254,11044,86,"TY-1R2O7R",NA,NA,0,26689,2015-04-09,NA,"C-P-169",NA,"M",NA,57,NA,NA,0,1.602,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,57,1.642,"M","2015-05-17",0,0.0399999999999998,38,1
24255,11044,87,"TY-1R2O7R",NA,NA,0,27960,2015-05-17,NA,"C-P-180.7",NA,"M",NA,57,NA,NA,0,1.642,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,57,1.695,"M","2015-06-09",0,0.0530000000000002,23,1
24256,11044,88,"TY-1R2O7R",NA,NA,0,29299,2015-06-09,NA,"C-P-181.6",NA,"M",NA,57,NA,NA,0,1.695,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,57,1.639,"M","2015-07-10",0,-0.056,31,1
24257,11044,89,"TY-1R2O7R",NA,NA,0,30646,2015-07-10,NA,"C-P-179",NA,"M",NA,57,NA,NA,0,1.639,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24258,11045,86,"TY-1R3O7R",NA,NA,0,26690,2015-04-09,NA,"C-P-169",NA,"F",NA,63,NA,NA,0,2.517,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,65,2.62,"F","2015-06-09",2,0.103,61,2
24259,11045,88,"TY-1R3O7R",NA,NA,0,29300,2015-06-09,NA,"C-P-168.9",NA,"F",NA,65,NA,NA,0,2.62,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24260,11046,86,"TY-1R4O7R",NA,NA,0,26691,2015-04-09,NA,"C-P-169",NA,"I",NA,26.5,NA,NA,0,0.162,0,"#",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,87,27.5,0.197,"I","2015-05-17",1,0.035,38,1
24261,11046,87,"TY-1R4O7R",NA,NA,0,27961,2015-05-17,NA,"C-P-156",NA,"I",NA,27.5,NA,NA,0,0.197,0,"#",NA,87,1,"TY","I",8,5,17,"C",NA,NA,NA,0,88,28,0.199,"I","2015-06-09",0.5,0.002,23,1
24262,11046,88,"TY-1R4O7R",NA,NA,0,29301,2015-06-09,NA,"C-P-168.9",NA,"I",NA,28,NA,NA,0,0.199,0,"#",NA,88,1,"TY","I",8,6,9,"C",NA,NA,NA,0,89,29,0.229,"I","2015-07-10",1,0.03,31,1
24263,11046,89,"TY-1R4O7R",NA,NA,0,30647,2015-07-10,NA,"C-P-167.8",NA,"I",NA,29,NA,NA,0,0.229,0,"#",NA,89,1,"TY","I",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24264,11047,86,"TY-1R5O7R",NA,NA,0,26692,2015-04-09,NA,"C-P-169",NA,"F",NA,63.5,NA,NA,0,2.334,0,"Was part-orig.id:T2389",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,64.5,2.462,"F","2015-06-09",1,0.128,61,2
24265,11047,88,"TY-1R5O7R",NA,NA,0,29302,2015-06-09,NA,"C-P-169",NA,"F",NA,64.5,NA,NA,0,2.462,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24266,11048,86,"TY-1R6O7R",NA,NA,0,26693,2015-04-09,NA,"C-P-169",NA,"I",NA,32,NA,NA,0,0.265,0,"#",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,87,32,0.284,"I","2015-05-17",0,0.019,38,1
24267,11048,87,"TY-1R6O7R",NA,NA,0,27962,2015-05-17,NA,"C-P-168.7",NA,"I",NA,32,NA,NA,0,0.284,0,"#",NA,87,1,"TY","I",8,5,17,"C",NA,NA,NA,0,88,32,0.276,"I","2015-06-09",0,-0.00799999999999995,23,1
24268,11048,88,"TY-1R6O7R",NA,NA,0,29303,2015-06-09,NA,"C-P-168.9",NA,"I",NA,32,NA,NA,0,0.276,0,"#",NA,88,1,"TY","I",8,6,9,"C",NA,NA,NA,0,99,58,1.734,"F","2016-05-22",26,1.458,348,11
24269,11048,99,"TY-1R6O7R",NA,NA,0,34605,2016-05-22,NA,"C-P-173",NA,"F",NA,58,NA,NA,0,1.734,0,"grower?-orig.id:T2390",NA,99,1,"TY","F",9,5,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24270,11049,86,"TY-2R3O7R",NA,NA,0,26694,2015-04-09,NA,"C-P-169",NA,"F",NA,42,NA,NA,0,0.63,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,42,0.649,"F","2015-05-17",0,0.019,38,1
24271,11049,87,"TY-2R3O7R",NA,NA,0,27963,2015-05-17,NA,"C-P-167",NA,"F",NA,42,NA,NA,0,0.649,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,41.5,0.601,"F","2015-06-09",-0.5,-0.048,23,1
24272,11049,88,"TY-2R3O7R",NA,NA,0,29304,2015-06-09,NA,"C-P-168.9",NA,"F",NA,41.5,NA,NA,0,0.601,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,41.5,0.601,"F","2015-07-10",0,0,31,1
24273,11049,89,"TY-2R3O7R",NA,NA,0,30648,2015-07-10,NA,"C-R-160",NA,"F",NA,41.5,NA,NA,0,0.601,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24274,11050,86,"TY-2R4O7R",NA,NA,0,26695,2015-04-09,NA,"C-P-169",NA,"M",NA,39.5,NA,NA,0,0.569,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,88,39.5,0.56,"M","2015-06-09",0,-0.0089999999999999,61,2
24275,11050,88,"TY-2R4O7R",NA,NA,0,29305,2015-06-09,NA,"C-P-168.9",NA,"M",NA,39.5,NA,NA,0,0.56,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,40.5,0.62,"M","2015-07-10",1,0.0599999999999999,31,1
24276,11050,89,"TY-2R4O7R",NA,NA,0,30649,2015-07-10,NA,"C-P-176.5",NA,"M",NA,40.5,NA,NA,0,0.62,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24277,11051,86,"TY-2R5O7R",NA,NA,0,26696,2015-04-09,NA,"C-P-169",NA,"F",NA,42,NA,NA,0,0.64,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24278,11052,86,"TY-2R6O7R",NA,NA,0,26697,2015-04-09,NA,"C-P-169",NA,"M",NA,44,NA,NA,0,0.743,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,44,0.742,"M","2015-05-17",0,-0.001,38,1
24279,11052,87,"TY-2R6O7R",NA,NA,0,27964,2015-05-17,NA,"C-P-168.7",NA,"M",NA,44,NA,NA,0,0.742,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,44.5,0.72,"M","2015-06-09",0.5,-0.022,23,1
24280,11052,88,"TY-2R6O7R",NA,NA,0,29306,2015-06-09,NA,"C-P-168",NA,"M",NA,44.5,NA,NA,0,0.72,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,45,0.812,"M","2015-07-10",0.5,0.0920000000000001,31,1
24281,11052,89,"TY-2R6O7R",NA,NA,0,30650,2015-07-10,NA,"C-P-161",NA,"M",NA,45,NA,NA,0,0.812,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,98,56,1.595,"M","2016-04-22",11,0.783,287,9
24282,11052,98,"TY-2R6O7R",NA,NA,0,32031,2016-04-22,NA,"C-P-170",NA,"M",NA,56,NA,NA,0,1.595,0,"R8 is R7? others plausible-orig.id:T2394",NA,98,1,"TY","M",9,4,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24283,11053,86,"TY-3R4O7R",NA,NA,0,26698,2015-04-09,NA,"C-P-169",NA,"M",NA,39.5,NA,NA,0,0.546,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,39,0.548,"M","2015-05-17",-0.5,0.002,38,1
24284,11053,87,"TY-3R4O7R",NA,NA,0,27965,2015-05-17,NA,"C-P-167.3",NA,"M",NA,39,NA,NA,0,0.548,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,39,0.531,"M","2015-06-09",0,-0.017,23,1
24285,11053,88,"TY-3R4O7R",NA,NA,0,29307,2015-06-09,NA,"C-P-168.9",NA,"M",NA,39,NA,NA,0,0.531,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,110,57.5,1.862,"M","2017-04-22",18.5,1.331,683,22
24286,11053,110,"TY-3R4O7R",NA,NA,0,40056,2017-04-22,NA,"C-P-174",NA,"M",NA,57.5,NA,NA,0,1.862,0,"#",NA,110,1,"TY","M",10,4,22,"C",NA,NA,NA,0,111,57.5,1.756,"M","2017-05-23",0,-0.106,31,1
24287,11053,111,"TY-3R4O7R",NA,NA,0,42369,2017-05-23,NA,"C-P-174",NA,"M",NA,57.5,NA,NA,0,1.756,0,"#",NA,111,1,"TY","M",10,5,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24288,11054,86,"TY-3R5O7R",NA,NA,0,26699,2015-04-09,NA,"C-P-169",NA,"F",NA,47,NA,NA,0,0.986,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,48,1.017,"F","2015-06-09",1,0.0309999999999999,61,2
24289,11054,88,"TY-3R5O7R",NA,NA,0,29308,2015-06-09,NA,"C-P-169.7",NA,"F",NA,48,NA,NA,0,1.017,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,48,1.018,"F","2015-07-10",0,0.00100000000000011,31,1
24290,11054,89,"TY-3R5O7R",NA,NA,0,30651,2015-07-10,NA,"C-P-167",NA,"F",NA,48,NA,NA,0,1.018,0,"O3 is R3-orig.id:T2396",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24291,11055,86,"TY-3R6O7R",NA,NA,0,26700,2015-04-09,NA,"C-P-169",NA,"M",NA,46,NA,NA,0,0.946,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,47,0.903,"M","2015-05-17",1,-0.0429999999999999,38,1
24292,11055,87,"TY-3R6O7R",NA,NA,0,27966,2015-05-17,NA,"C-P-167.2",NA,"M",NA,47,NA,NA,0,0.903,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,47,0.885,"M","2015-06-09",0,-0.018,23,1
24293,11055,88,"TY-3R6O7R",NA,NA,0,29309,2015-06-09,NA,"C-P-169",NA,"M",NA,47,NA,NA,0,0.885,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,47,0.914,"M","2015-07-10",0,0.029,31,1
24294,11055,89,"TY-3R6O7R",NA,NA,0,30652,2015-07-10,NA,"C-P-167.5",NA,"M",NA,47,NA,NA,0,0.914,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,99,58.5,1.876,"M","2016-05-22",11.5,0.962,317,10
24295,11055,99,"TY-3R6O7R",NA,NA,0,34606,2016-05-22,NA,"C-P-173",NA,"M",NA,58.5,NA,NA,0,1.876,0,"R7 refreshed-orig.id:T2397",NA,99,1,"TY","M",9,5,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24296,11056,86,"TY-4R5O7R",NA,NA,0,26701,2015-04-09,NA,"C-P-169",NA,"M",NA,49.5,NA,NA,0,1.051,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,50,1.065,"M","2015-05-17",0.5,0.014,38,1
24297,11056,87,"TY-4R5O7R",NA,NA,0,27967,2015-05-17,NA,"C-P-168.7",NA,"M",NA,50,NA,NA,0,1.065,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,89,49.5,1.025,"M","2015-07-10",-0.5,-0.04,54,2
24298,11056,89,"TY-4R5O7R",NA,NA,0,30653,2015-07-10,NA,"C-P-167.5",NA,"M",NA,49.5,NA,NA,0,1.025,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,98,63,2.276,"M","2016-04-22",13.5,1.251,287,9
24299,11056,98,"TY-4R5O7R",NA,NA,0,32032,2016-04-22,NA,"C-P-172",NA,"M",NA,63,NA,NA,0,2.276,0,"#",NA,98,1,"TY","M",9,4,22,"C",NA,NA,NA,0,99,63,2.198,"M","2016-05-22",0,-0.0779999999999998,30,1
24300,11056,99,"TY-4R5O7R",NA,NA,0,34607,2016-05-22,NA,"C-P-174",NA,"M",NA,63,NA,NA,0,2.198,0,"#",NA,99,1,"TY","M",9,5,22,"C",NA,NA,NA,0,100,63,2.243,"M","2016-06-23",0,0.0449999999999999,32,1
24301,11056,100,"TY-4R5O7R",NA,NA,0,37359,2016-06-23,NA,"C-SP-175",NA,"M",NA,63,NA,NA,0,2.243,0,"#",NA,100,1,"TY","M",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24302,11057,86,"TY-4R6O7R",NA,NA,0,26702,2015-04-09,NA,"C-P-169",NA,"M",NA,56,NA,NA,0,1.605,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,56,1.605,"M","2015-05-17",0,0,38,1
24303,11057,87,"TY-4R6O7R",NA,NA,0,27968,2015-05-17,NA,"C-P-167.2",NA,"M",NA,56,NA,NA,0,1.605,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,58.5,1.643,"M","2015-06-09",2.5,0.038,23,1
24304,11057,88,"TY-4R6O7R",NA,NA,0,29310,2015-06-09,NA,"C-P-168",NA,"M",NA,58.5,NA,NA,0,1.643,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,57,1.674,"M","2015-07-10",-1.5,0.0309999999999999,31,1
24305,11057,89,"TY-4R6O7R",NA,NA,0,30654,2015-07-10,NA,"C-P-167.5",NA,"M",NA,57,NA,NA,0,1.674,0,"REDO O6-orig.id:T2399",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,100,73,3.718,"M","2016-06-23",16,2.044,349,11
24306,11057,100,"TY-4R6O7R",NA,NA,0,37360,2016-06-23,NA,"C-P-170",NA,"M",NA,73,NA,NA,0,3.718,0,"#",NA,100,1,"TY","M",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24307,11058,86,"TY-5R6O7R",NA,NA,0,26703,2015-04-09,NA,"C-P-169",NA,"I",NA,17.5,NA,NA,0,0.057,0,"No caud, O6-orig.id:T2400",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,89,26,0.163,"I","2015-07-10",8.5,0.106,92,3
24308,11058,89,"TY-5R6O7R",NA,NA,0,30655,2015-07-10,NA,"C-P-169",NA,"I",NA,26,NA,NA,0,0.163,0,"ADDED R7 O6-orig.id:T2400",NA,89,1,"TY","I",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24309,11059,86,"TY-1R2Y7R",NA,NA,0,26704,2015-04-09,NA,"C-P-169",NA,"I",NA,24,NA,NA,0,0.122,0,"No caud-orig.id:T2401",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,87,29.5,0.226,"I","2015-05-17",5.5,0.104,38,1
24310,11059,87,"TY-1R2Y7R",NA,NA,0,27969,2015-05-17,NA,"C-P-168.7",NA,"I",NA,29.5,NA,NA,0,0.226,0,"ADDED R7-orig.id:T2401",NA,87,1,"TY","I",8,5,17,"C",NA,NA,NA,0,88,30,0.233,"I","2015-06-09",0.5,0.00700000000000001,23,1
24311,11059,88,"TY-1R2Y7R",NA,NA,0,29311,2015-06-09,NA,"C-P-168.9",NA,"I",NA,30,NA,NA,0,0.233,0,"#",NA,88,1,"TY","I",8,6,9,"C",NA,NA,NA,0,89,30,0.24,"M","2015-07-10",0,0.00699999999999998,31,1
24312,11059,89,"TY-1R2Y7R",NA,NA,0,30656,2015-07-10,NA,"C-P-169",NA,"M",NA,30,NA,NA,0,0.24,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24313,11060,86,"TY-1R3Y7R",NA,NA,0,26705,2015-04-09,NA,"C-P-169",NA,"I",NA,24.5,NA,NA,0,0.122,0,"No caud-orig.id:T2402",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,87,26,0.15,"I","2015-05-17",1.5,0.028,38,1
24314,11060,87,"TY-1R3Y7R",NA,NA,0,27970,2015-05-17,NA,"C-P-167",NA,"I",NA,26,NA,NA,0,0.15,0,"ADDED R7-orig.id:T2402",NA,87,1,"TY","I",8,5,17,"C",NA,NA,NA,0,88,27,0.169,"I","2015-06-09",1,0.019,23,1
24315,11060,88,"TY-1R3Y7R",NA,NA,0,29312,2015-06-09,NA,"C-P-168.9",NA,"I",NA,27,NA,NA,0,0.169,0,"#",NA,88,1,"TY","I",8,6,9,"C",NA,NA,NA,0,89,28,0.208,"I","2015-07-10",1,0.039,31,1
24316,11060,89,"TY-1R3Y7R",NA,NA,0,30657,2015-07-10,NA,"C-SP-162",NA,"I",NA,28,NA,NA,0,0.208,0,"#",NA,89,1,"TY","I",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24317,11061,86,"TY-1R4Y7R",NA,NA,0,26706,2015-04-09,NA,"C-P-169",NA,"I",NA,27.5,NA,NA,0,0.187,0,"#",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,87,28,0.189,"I","2015-05-17",0.5,0.002,38,1
24318,11061,87,"TY-1R4Y7R",NA,NA,0,27971,2015-05-17,NA,"C-P-168.7",NA,"I",NA,28,NA,NA,0,0.189,0,"#",NA,87,1,"TY","I",8,5,17,"C",NA,NA,NA,0,88,28,0.19,"I","2015-06-09",0,0.001,23,1
24319,11061,88,"TY-1R4Y7R",NA,NA,0,29313,2015-06-09,NA,"C-P-168.9",NA,"I",NA,28,NA,NA,0,0.19,0,"#",NA,88,1,"TY","I",8,6,9,"C",NA,NA,NA,0,98,52.5,1.304,"F","2016-04-22",24.5,1.114,318,10
24320,11061,98,"TY-1R4Y7R",NA,NA,0,32033,2016-04-22,NA,"C-P-168",NA,"F",NA,52.5,NA,NA,0,1.304,0,"redo R7 R1-orig.id:T2403",NA,98,1,"TY","F",9,4,22,"C",NA,NA,NA,0,99,53,1.276,"F","2016-05-22",0.5,-0.028,30,1
24321,11061,99,"TY-1R4Y7R",NA,NA,0,34608,2016-05-22,NA,"C-P-168",NA,"F",NA,53,NA,NA,0,1.276,0,"#",NA,99,1,"TY","F",9,5,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24322,11062,86,"TY-1R5Y7R",NA,NA,0,26707,2015-04-09,NA,"C-P-169",NA,"I",NA,29.5,NA,NA,0,0.212,0,"#",NA,86,1,"TY","I",8,4,9,"C",NA,NA,NA,0,87,30.5,0.233,"I","2015-05-17",1,0.021,38,1
24323,11062,87,"TY-1R5Y7R",NA,NA,0,27972,2015-05-17,NA,"C-P-168.7",NA,"I",NA,30.5,NA,NA,0,0.233,0,"#",NA,87,1,"TY","I",8,5,17,"C",NA,NA,NA,0,88,30.5,0.24,"I","2015-06-09",0,0.00699999999999998,23,1
24324,11062,88,"TY-1R5Y7R",NA,NA,0,29314,2015-06-09,NA,"C-P-168.9",NA,"I",NA,30.5,NA,NA,0,0.24,0,"#",NA,88,1,"TY","I",8,6,9,"C",NA,NA,NA,0,89,31,0.251,"I","2015-07-10",0.5,0.011,31,1
24325,11062,89,"TY-1R5Y7R",NA,NA,0,30658,2015-07-10,NA,"C-P-167.8",NA,"I",NA,31,NA,NA,0,0.251,0,"#",NA,89,1,"TY","I",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
